category,name,brand,unit,sale_price,applies_to
หัวเทียน/ไฟฟ้า,คอยล์จุดระเบิดมอเตอร์ไซค์ มาตรฐาน,ทั่วไป,ตัว,320,motorcycle
หัวเทียน/ไฟฟ้า,กล่อง CDI มอเตอร์ไซค์ มาตรฐาน,ทั่วไป,ตัว,450,motorcycle
หัวเทียน/ไฟฟ้า,รีเลย์สตาร์ท (สตาร์ทรีเลย์) 12V,ทั่วไป,ตัว,150,motorcycle
หัวเทียน/ไฟฟ้า,ไดสตาร์ทมอเตอร์ไซค์ มาตรฐาน,ทั่วไป,ตัว,900,motorcycle
หัวเทียน/ไฟฟ้า,ฟิลคอยล์/ชุดจานไฟ (Stator) มาตรฐาน,ทั่วไป,ชุด,900,motorcycle
หัวเทียน/ไฟฟ้า,เรกกูเลเตอร์ (แผงชาร์จ) 12V,ทั่วไป,ตัว,350,motorcycle
หัวเทียน/ไฟฟ้า,สวิตช์กุญแจ (ชุดล็อค) มาตรฐาน,ทั่วไป,ชุด,250,motorcycle
หัวเทียน/ไฟฟ้า,แตรมอเตอร์ไซค์ 12V,ทั่วไป,ตัว,120,motorcycle
หัวเทียน/ไฟฟ้า,สวิตช์แฮนด์ (ซ้าย/ขวา) มาตรฐาน,ทั่วไป,ตัว,220,motorcycle
ไฟส่องสว่าง,หลอดไฟหน้า LED P15D (H2/H6) Honda,Motortop,หลอด,26,motorcycle
ไฟส่องสว่าง,หลอดไฟหน้า LED H2/H6/P15D/T19 มาตรฐาน,DailySave,หลอด,69,motorcycle
ไฟส่องสว่าง,หลอดไฟหน้า LED Wave (T19),INVERX,หลอด,105,motorcycle
ไฟส่องสว่าง,หลอดไฟหน้า LED P15D ไฟสูง/ต่ำ,P-car,หลอด,135,motorcycle
ไฟส่องสว่าง,ไฟหน้า LED มอเตอร์ไซค์ AC/DC,StrongAng,ชุด,284,motorcycle
ไฟส่องสว่าง,หลอดไฟหน้า LED (แสงขาว) Honda มาตรฐาน,wisitmoto,หลอด,79,motorcycle
ไฟส่องสว่าง,หลอดไฟหน้า LED สีขาว+เหลือง มาตรฐาน,ทั่วไป,หลอด,139,motorcycle
ไฟส่องสว่าง,หลอดไฟเลี้ยว/ถอย/เบรค LED 16SMD-2835 T20/1156/1157,JD.C,หลอด,30,motorcycle
ไฟส่องสว่าง,หลอดไฟหรี่ LED T10 SMD,ทั่วไป,หลอด,16,motorcycle
ไฟส่องสว่าง,หลอดไฟเรือนไมล์ LED T10,ทั่วไป,หลอด,31,motorcycle
ไฟส่องสว่าง,ไฟเลี้ยว LED T10 (4 ชิ้น),Yasmos,ชุด,128,motorcycle
ไฟส่องสว่าง,ชุดไฟเลี้ยวมอเตอร์ไซค์ (ครบชุด 4 ดวง) มาตรฐาน,ทั่วไป,ชุด,250,motorcycle
ไฟส่องสว่าง,ไฟท้ายมอเตอร์ไซค์ มาตรฐาน,ทั่วไป,ชุด,220,motorcycle
ช่วงล่าง,โช้คอัพหลัง KYB Honda Wave (สีแดง),KYB,คู่,1980,motorcycle
ช่วงล่าง,โช้คอัพหลัง KYB Click/Scoopy/Zoomer/Moove (ขาว) Scooter,KYB,ต้น,630,motorcycle
ช่วงล่าง,โช้คอัพหลัง KYB Honda Click 125i/150i (ขาว),KYB,คู่,1188,motorcycle
ช่วงล่าง,โช้คอัพ KYB K-Alpha Honda Wave,KYB,คู่,5880,motorcycle
ช่วงล่าง,โช้คอัพ KYB K-Alpha Yamaha Aerox 155,KYB,คู่,5880,motorcycle
ช่วงล่าง,โช้คอัพ KYB K-Alpha Yamaha X-Max,KYB,คู่,6600,motorcycle
ช่วงล่าง,โช้คอัพ KYB K-Elite Honda Wave,KYB,คู่,10200,motorcycle
ช่วงล่าง,โช้คอัพ KYB K-Elite Yamaha Aerox 155,KYB,คู่,10200,motorcycle
ช่วงล่าง,โช้คอัพ KYB K-Elite Yamaha X-Max,KYB,คู่,11400,motorcycle
ช่วงล่าง,ชุดประกอบโช้คอัพหลัง 125/150 (ดรัม) มาตรฐาน,ทั่วไป,ชุด,800,motorcycle
ช่วงล่าง,บุชโช้คอัพมอเตอร์ไซค์ 10 มม.,ทั่วไป,ตัว,111,motorcycle
ช่วงล่าง,ซีลโช้คหน้า (Fork Seal) มาตรฐาน,ทั่วไป,คู่,150,motorcycle
ช่วงล่าง,ลูกปืนคอ (Steering Bearing) ชุด มาตรฐาน,ทั่วไป,ชุด,250,motorcycle
ช่วงล่าง,ลูกปืนล้อ 6301-2RS,ทั่วไป,ตลับ,60,motorcycle
ช่วงล่าง,แกนโช้คหน้า (Fork Tube) มาตรฐาน,ทั่วไป,ต้น,850,motorcycle
ช่วงล่าง,ยางรองโช้ค/ยางกันกระแทก มาตรฐาน,ทั่วไป,ตัว,60,motorcycle
ส่งกำลัง/สกู๊ตเตอร์,สายพานขับ CVT (Click/Scoopy/Fino) มาตรฐาน,ทั่วไป,เส้น,350,motorcycle
ส่งกำลัง/สกู๊ตเตอร์,ชุดสายพาน + เม็ดตุ้ม + ผ้าคลัตช์ สกู๊ตเตอร์ ชุดใหญ่,ทั่วไป,ชุด,750,motorcycle
ส่งกำลัง/สกู๊ตเตอร์,ชุดสายพานคลัตช์หน้า GY6 125/150cc,ทั่วไป,ชุด,1001,motorcycle
ส่งกำลัง/สกู๊ตเตอร์,เม็ดตุ้มน้ำหนัก (Roller Weight) 6 เม็ด,ทั่วไป,ชุด,180,motorcycle
ส่งกำลัง/สกู๊ตเตอร์,ผ้าคลัตช์แรงเหวี่ยง สกู๊ตเตอร์ มาตรฐาน,ทั่วไป,ชุด,350,motorcycle
ส่งกำลัง/สกู๊ตเตอร์,แผ่นคลัตช์ Wave/Dream (ชุดคลัตช์) มาตรฐาน,ทั่วไป,ชุด,320,motorcycle
ส่งกำลัง/สกู๊ตเตอร์,สปริงคลัตช์ มาตรฐาน,ทั่วไป,ชุด,120,motorcycle
ส่งกำลัง/สกู๊ตเตอร์,สายคลัตช์ มาตรฐาน,ทั่วไป,เส้น,90,motorcycle
ส่งกำลัง/สกู๊ตเตอร์,สายคันเร่ง มาตรฐาน,ทั่วไป,เส้น,110,motorcycle
ส่งกำลัง/สกู๊ตเตอร์,สายไมล์ มาตรฐาน,ทั่วไป,เส้น,90,motorcycle
กรอง/เครื่องยนต์,กรองน้ำมันเครื่อง Honda CB/CBR/NC Honda บิ๊กไบค์,ทั่วไป,ลูก,104,motorcycle
กรอง/เครื่องยนต์,กรองน้ำมันเครื่อง Kawasaki Ninja เบอร์ 64 #64,ทั่วไป,ลูก,332,motorcycle
กรอง/เครื่องยนต์,กรองน้ำมันเครื่อง Full Razer FR-303 Kawasaki 300-1000cc,Full Razer,ลูก,203,motorcycle
กรอง/เครื่องยนต์,กรองน้ำมันเครื่อง Yamaha (5TN-E3451-00),ทั่วไป,ลูก,170,motorcycle
กรอง/เครื่องยนต์,ไส้กรองน้ำมันเครื่อง Wave/Click (ตะแกรง+สปริง) มาตรฐาน,ทั่วไป,ชุด,60,motorcycle
กรอง/เครื่องยนต์,กรองอากาศ Honda Wave 110i/125i มาตรฐาน,ทั่วไป,ลูก,120,motorcycle
กรอง/เครื่องยนต์,กรองอากาศ Honda Click 125i/150i มาตรฐาน,ทั่วไป,ลูก,150,motorcycle
กรอง/เครื่องยนต์,กรองอากาศ Yamaha Fino/Mio/Grand Filano มาตรฐาน,ทั่วไป,ลูก,130,motorcycle
กรอง/เครื่องยนต์,ปะเก็นฝาสูบมอเตอร์ไซค์ มาตรฐาน,ทั่วไป,ชุด,180,motorcycle
กรอง/เครื่องยนต์,ชุดลูกสูบ + แหวน STD,ทั่วไป,ชุด,550,motorcycle
กรอง/เครื่องยนต์,โซ่ราวลิ้น (Cam Chain) มาตรฐาน,ทั่วไป,เส้น,220,motorcycle
กรอง/เครื่องยนต์,ตัวดันโซ่ราวลิ้น (Tensioner) มาตรฐาน,ทั่วไป,ตัว,180,motorcycle
กรอง/เครื่องยนต์,วาล์วไอดี/ไอเสีย มาตรฐาน,ทั่วไป,คู่,250,motorcycle
กรอง/เครื่องยนต์,คาร์บูเรเตอร์ (ทั้งลูก) มาตรฐาน,ทั่วไป,ลูก,850,motorcycle
กรอง/เครื่องยนต์,ชุดซ่อมคาร์บูเรเตอร์ มาตรฐาน,ทั่วไป,ชุด,180,motorcycle
กรอง/เครื่องยนต์,ปั๊มติ๊ก (ปั๊มเชื้อเพลิง) หัวฉีด มาตรฐาน,ทั่วไป,ตัว,750,motorcycle
กรอง/เครื่องยนต์,หัวฉีด (Injector) มาตรฐาน,ทั่วไป,ตัว,900,motorcycle
กรอง/เครื่องยนต์,ซีลข้างเครื่อง/ซีลเพลา มาตรฐาน,ทั่วไป,ตัว,45,motorcycle
กรอง/เครื่องยนต์,ท่อไอเสีย (ทั้งชุด) มาตรฐาน,ทั่วไป,ชุด,1200,motorcycle
กรอง/เครื่องยนต์,ปะเก็นท่อไอเสีย มาตรฐาน,ทั่วไป,ตัว,25,motorcycle
ตัวถัง/อุปกรณ์,กระจกมองข้างมอเตอร์ไซค์ มาตรฐาน,ทั่วไป,คู่,180,motorcycle
ตัวถัง/อุปกรณ์,บังโคลนหน้า/หลัง มาตรฐาน,ทั่วไป,ชิ้น,250,motorcycle
ตัวถัง/อุปกรณ์,เบาะนั่ง / หุ้มเบาะ มาตรฐาน,ทั่วไป,ชิ้น,350,motorcycle
ตัวถัง/อุปกรณ์,ขาตั้งข้าง / ขาตั้งกลาง มาตรฐาน,ทั่วไป,ชิ้น,300,motorcycle
ตัวถัง/อุปกรณ์,มือจับเบรค/คลัตช์ มาตรฐาน,ทั่วไป,คู่,120,motorcycle
ตัวถัง/อุปกรณ์,ปลอกแฮนด์ (ยางหุ้มแฮนด์) มาตรฐาน,ทั่วไป,คู่,60,motorcycle
ตัวถัง/อุปกรณ์,เรือนไมล์ (ชุดวัดความเร็ว) มาตรฐาน,ทั่วไป,ชุด,650,motorcycle
ตัวถัง/อุปกรณ์,กุญแจล็อคดิสก์เบรค มาตรฐาน,ทั่วไป,อัน,250,motorcycle
ตัวถัง/อุปกรณ์,ตะแกรงท้าย/กล่องท้าย มาตรฐาน,ทั่วไป,ชุด,750,motorcycle
ตัวถัง/อุปกรณ์,บังลม/ชิลด์หน้า มาตรฐาน,ทั่วไป,ชิ้น,450,motorcycle
